room,tagId,entryTime,exitTime
110,8221,"10-25-2022, 1:06:14 PM","10-25-2022, 1:22:15 PM"
110,5763,"10-25-2022, 1:06:15 PM","10-25-2022, 1:22:15 PM"
110,1348,"10-25-2022, 1:10:23 PM","10-25-2022, 1:22:23 PM"
106,1352,"10-25-2022, 1:22:17 PM","10-25-2022, 1:24:17 PM"
203,1345,"10-25-2022, 1:13:33 AM","10-25-2022, 1:25:33 AM"
305,1350,"10-25-2022, 1:25:27 AM","10-25-2022, 1:27:27 AM"
110,7207,"10-25-2022, 9:56:06 PM","10-25-2022, 10:12:07 PM"
110,9313,"10-25-2022, 9:56:07 PM","10-25-2022, 10:12:07 PM"
110,1348,"10-25-2022, 10:00:15 PM","10-25-2022, 10:12:15 PM"
201,1355,"10-25-2022, 10:12:10 PM","10-25-2022, 10:14:10 PM"
109,1357,"10-25-2022, 10:10:17 AM","10-25-2022, 10:25:17 AM"
201,5645,"10-25-2022, 10:12:06 PM","10-25-2022, 10:28:07 PM"
201,9963,"10-25-2022, 10:12:07 PM","10-25-2022, 10:28:07 PM"
201,1343,"10-25-2022, 10:16:15 PM","10-25-2022, 10:28:15 PM"
305,1353,"10-25-2022, 10:26:17 AM","10-25-2022, 10:28:17 AM"
306,1350,"10-25-2022, 10:28:10 PM","10-25-2022, 10:30:10 PM"
305,6743,"10-25-2022, 10:26:13 AM","10-25-2022, 10:42:13 AM"
305,1349,"10-25-2022, 10:30:22 AM","10-25-2022, 10:42:22 AM"
306,9430,"10-25-2022, 10:28:06 PM","10-25-2022, 10:44:09 PM"
306,9522,"10-25-2022, 10:28:07 PM","10-25-2022, 10:44:09 PM"
306,8152,"10-25-2022, 10:28:08 PM","10-25-2022, 10:44:09 PM"
306,5561,"10-25-2022, 10:28:09 PM","10-25-2022, 10:44:09 PM"
306,1344,"10-25-2022, 10:32:15 PM","10-25-2022, 10:44:15 PM"
209,1352,"10-25-2022, 10:42:17 AM","10-25-2022, 10:44:17 AM"
302,1350,"10-25-2022, 10:44:10 PM","10-25-2022, 10:46:10 PM"
209,5854,"10-25-2022, 10:42:13 AM","10-25-2022, 10:58:15 AM"
209,4354,"10-25-2022, 10:42:14 AM","10-25-2022, 10:58:15 AM"
209,9889,"10-25-2022, 10:42:15 AM","10-25-2022, 10:58:15 AM"
209,1347,"10-25-2022, 10:46:23 AM","10-25-2022, 10:58:23 AM"
302,7391,"10-25-2022, 10:44:06 PM","10-25-2022, 11:00:07 PM"
302,9081,"10-25-2022, 10:44:07 PM","10-25-2022, 11:00:07 PM"
302,1343,"10-25-2022, 10:48:15 PM","10-25-2022, 11:00:15 PM"
208,1354,"10-25-2022, 10:58:17 AM","10-25-2022, 11:00:17 AM"
208,1354,"10-25-2022, 11:00:10 PM","10-25-2022, 11:02:10 PM"
208,8613,"10-25-2022, 10:58:13 AM","10-25-2022, 11:14:15 AM"
208,5672,"10-25-2022, 10:58:14 AM","10-25-2022, 11:14:15 AM"
208,5528,"10-25-2022, 10:58:15 AM","10-25-2022, 11:14:15 AM"
208,1345,"10-25-2022, 11:02:23 AM","10-25-2022, 11:14:23 AM"
208,6056,"10-25-2022, 11:00:06 PM","10-25-2022, 11:16:07 PM"
208,5111,"10-25-2022, 11:00:07 PM","10-25-2022, 11:16:07 PM"
208,1347,"10-25-2022, 11:04:15 PM","10-25-2022, 11:16:15 PM"
104,1351,"10-25-2022, 11:14:17 AM","10-25-2022, 11:16:17 AM"
104,9443,"10-25-2022, 11:14:13 AM","10-25-2022, 11:30:16 AM"
104,7100,"10-25-2022, 11:14:14 AM","10-25-2022, 11:30:16 AM"
104,8903,"10-25-2022, 11:14:15 AM","10-25-2022, 11:30:16 AM"
104,9610,"10-25-2022, 11:14:16 AM","10-25-2022, 11:30:16 AM"
104,1348,"10-25-2022, 11:18:22 AM","10-25-2022, 11:30:22 AM"
309,1364,"10-25-2022, 11:16:10 PM","10-25-2022, 11:31:10 PM"
101,1354,"10-25-2022, 11:30:17 AM","10-25-2022, 11:32:17 AM"
307,1356,"10-25-2022, 11:32:10 PM","10-25-2022, 11:34:10 PM"
101,7751,"10-25-2022, 11:30:13 AM","10-25-2022, 11:46:14 AM"
101,8285,"10-25-2022, 11:30:14 AM","10-25-2022, 11:46:14 AM"
101,1346,"10-25-2022, 11:34:22 AM","10-25-2022, 11:46:22 AM"
307,6980,"10-25-2022, 11:32:06 PM","10-25-2022, 11:48:09 PM"
307,6598,"10-25-2022, 11:32:07 PM","10-25-2022, 11:48:09 PM"
307,9763,"10-25-2022, 11:32:08 PM","10-25-2022, 11:48:09 PM"
307,9046,"10-25-2022, 11:32:09 PM","10-25-2022, 11:48:09 PM"
307,1347,"10-25-2022, 11:36:15 PM","10-25-2022, 11:48:15 PM"
203,1352,"10-25-2022, 11:48:10 PM","10-25-2022, 11:50:10 PM"
106,1362,"10-25-2022, 11:46:17 AM","10-25-2022, 12:01:17 PM"
201,1351,"10-25-2022, 12:02:17 PM","10-25-2022, 12:04:17 PM"
307,1358,"10-24-2022, 11:49:27 PM","10-25-2022, 12:04:27 AM"
105,1352,"10-25-2022, 12:05:27 AM","10-25-2022, 12:07:27 AM"
201,6895,"10-25-2022, 12:02:13 PM","10-25-2022, 12:18:14 PM"
201,7661,"10-25-2022, 12:02:14 PM","10-25-2022, 12:18:14 PM"
201,1349,"10-25-2022, 12:06:22 PM","10-25-2022, 12:18:22 PM"
105,1345,"10-25-2022, 12:09:32 AM","10-25-2022, 12:21:32 AM"
203,1356,"10-25-2022, 12:21:27 AM","10-25-2022, 12:23:27 AM"
202,1361,"10-25-2022, 12:18:17 PM","10-25-2022, 12:33:17 PM"
210,1355,"10-25-2022, 12:34:17 PM","10-25-2022, 12:36:17 PM"
203,1349,"10-25-2022, 12:25:33 AM","10-25-2022, 12:37:33 AM"
310,1353,"10-25-2022, 12:37:27 AM","10-25-2022, 12:39:27 AM"
210,4870,"10-25-2022, 12:34:13 PM","10-25-2022, 12:50:13 PM"
210,1347,"10-25-2022, 12:38:22 PM","10-25-2022, 12:50:22 PM"
310,1343,"10-25-2022, 12:41:32 AM","10-25-2022, 12:53:32 AM"
304,1351,"10-25-2022, 12:53:27 AM","10-25-2022, 12:55:27 AM"
308,1358,"10-25-2022, 2:44:10 PM","10-25-2022, 2:59:10 PM"
107,1361,"10-25-2022, 3:00:10 PM","10-25-2022, 3:15:10 PM"
310,1351,"10-25-2022, 3:16:10 PM","10-25-2022, 3:18:10 PM"
310,6224,"10-25-2022, 3:16:06 PM","10-25-2022, 3:32:09 PM"
310,4334,"10-25-2022, 3:16:07 PM","10-25-2022, 3:32:09 PM"
310,5361,"10-25-2022, 3:16:08 PM","10-25-2022, 3:32:09 PM"
310,8153,"10-25-2022, 3:16:09 PM","10-25-2022, 3:32:09 PM"
310,1344,"10-25-2022, 3:20:15 PM","10-25-2022, 3:32:15 PM"
310,1354,"10-25-2022, 3:32:10 PM","10-25-2022, 3:34:10 PM"
310,7804,"10-25-2022, 3:32:06 PM","10-25-2022, 3:48:09 PM"
310,4985,"10-25-2022, 3:32:07 PM","10-25-2022, 3:48:09 PM"
310,9075,"10-25-2022, 3:32:08 PM","10-25-2022, 3:48:09 PM"
310,6888,"10-25-2022, 3:32:09 PM","10-25-2022, 3:48:09 PM"
310,1346,"10-25-2022, 3:36:15 PM","10-25-2022, 3:48:15 PM"
108,1355,"10-25-2022, 3:48:10 PM","10-25-2022, 3:50:10 PM"
108,9503,"10-25-2022, 3:48:06 PM","10-25-2022, 4:04:06 PM"
108,1349,"10-25-2022, 3:52:15 PM","10-25-2022, 4:04:15 PM"
105,1352,"10-25-2022, 4:04:10 PM","10-25-2022, 4:06:10 PM"
105,9097,"10-25-2022, 4:04:06 PM","10-25-2022, 4:20:07 PM"
105,6228,"10-25-2022, 4:04:07 PM","10-25-2022, 4:20:07 PM"
105,1347,"10-25-2022, 4:08:15 PM","10-25-2022, 4:20:15 PM"
207,1352,"10-25-2022, 4:36:10 PM","10-25-2022, 4:38:10 PM"
207,8096,"10-25-2022, 4:36:06 PM","10-25-2022, 4:52:08 PM"
207,4597,"10-25-2022, 4:36:07 PM","10-25-2022, 4:52:08 PM"
207,4266,"10-25-2022, 4:36:08 PM","10-25-2022, 4:52:08 PM"
207,1349,"10-25-2022, 4:40:15 PM","10-25-2022, 4:52:15 PM"
210,1351,"10-25-2022, 4:52:10 PM","10-25-2022, 4:54:10 PM"
210,7154,"10-25-2022, 4:52:07 PM","10-25-2022, 5:08:09 PM"
210,4728,"10-25-2022, 4:52:06 PM","10-25-2022, 5:08:09 PM"
210,8355,"10-25-2022, 4:52:08 PM","10-25-2022, 5:08:09 PM"
210,4789,"10-25-2022, 4:52:09 PM","10-25-2022, 5:08:09 PM"
210,1348,"10-25-2022, 4:56:15 PM","10-25-2022, 5:08:15 PM"
106,1351,"10-25-2022, 5:08:10 PM","10-25-2022, 5:10:10 PM"
106,4990,"10-25-2022, 5:08:06 PM","10-25-2022, 5:24:07 PM"
106,4827,"10-25-2022, 5:08:07 PM","10-25-2022, 5:24:07 PM"
106,1345,"10-25-2022, 5:12:15 PM","10-25-2022, 5:24:15 PM"
301,1356,"10-25-2022, 5:24:10 PM","10-25-2022, 5:26:10 PM"
301,4411,"10-25-2022, 5:24:06 PM","10-25-2022, 5:40:07 PM"
301,5326,"10-25-2022, 5:24:07 PM","10-25-2022, 5:40:07 PM"
301,1349,"10-25-2022, 5:28:15 PM","10-25-2022, 5:40:15 PM"
307,1350,"10-25-2022, 5:40:10 PM","10-25-2022, 5:42:10 PM"
307,6365,"10-25-2022, 5:40:06 PM","10-25-2022, 5:56:07 PM"
307,5847,"10-25-2022, 5:40:07 PM","10-25-2022, 5:56:07 PM"
307,1348,"10-25-2022, 5:44:15 PM","10-25-2022, 5:56:15 PM"
101,1351,"10-25-2022, 5:56:10 PM","10-25-2022, 5:58:10 PM"
101,7976,"10-25-2022, 5:56:07 PM","10-25-2022, 6:12:07 PM"
101,5318,"10-25-2022, 5:56:06 PM","10-25-2022, 6:12:07 PM"
101,1344,"10-25-2022, 6:00:15 PM","10-25-2022, 6:12:15 PM"
106,1356,"10-25-2022, 6:28:10 PM","10-25-2022, 6:30:10 PM"
106,9946,"10-25-2022, 6:28:06 PM","10-25-2022, 6:44:08 PM"
106,6912,"10-25-2022, 6:28:07 PM","10-25-2022, 6:44:08 PM"
106,8378,"10-25-2022, 6:28:08 PM","10-25-2022, 6:44:08 PM"
106,1349,"10-25-2022, 6:32:15 PM","10-25-2022, 6:44:15 PM"
302,1351,"10-25-2022, 6:44:10 PM","10-25-2022, 6:46:10 PM"
302,8332,"10-25-2022, 6:44:06 PM","10-25-2022, 7:00:06 PM"
302,1347,"10-25-2022, 6:48:15 PM","10-25-2022, 7:00:15 PM"
305,1353,"10-25-2022, 7:00:10 PM","10-25-2022, 7:02:10 PM"
305,7410,"10-25-2022, 7:00:06 PM","10-25-2022, 7:16:06 PM"
305,1345,"10-25-2022, 7:04:15 PM","10-25-2022, 7:16:15 PM"
109,1355,"10-25-2022, 7:16:10 PM","10-25-2022, 7:18:10 PM"
109,8270,"10-25-2022, 7:16:06 PM","10-25-2022, 7:32:08 PM"
109,7373,"10-25-2022, 7:16:07 PM","10-25-2022, 7:32:08 PM"
109,6838,"10-25-2022, 7:16:08 PM","10-25-2022, 7:32:08 PM"
109,1349,"10-25-2022, 7:20:15 PM","10-25-2022, 7:32:15 PM"
105,1354,"10-25-2022, 7:32:10 PM","10-25-2022, 7:34:10 PM"
105,7023,"10-25-2022, 7:32:06 PM","10-25-2022, 7:48:06 PM"
105,1343,"10-25-2022, 7:36:15 PM","10-25-2022, 7:48:15 PM"
208,1356,"10-25-2022, 8:04:10 PM","10-25-2022, 8:06:10 PM"
208,4226,"10-25-2022, 8:04:06 PM","10-25-2022, 8:20:06 PM"
208,1345,"10-25-2022, 8:08:15 PM","10-25-2022, 8:20:15 PM"
101,1354,"10-25-2022, 8:20:10 PM","10-25-2022, 8:22:10 PM"
101,8720,"10-25-2022, 8:20:06 PM","10-25-2022, 8:36:08 PM"
101,8016,"10-25-2022, 8:20:07 PM","10-25-2022, 8:36:08 PM"
101,8008,"10-25-2022, 8:20:08 PM","10-25-2022, 8:36:08 PM"
101,1349,"10-25-2022, 8:24:15 PM","10-25-2022, 8:36:15 PM"
104,1356,"10-25-2022, 8:36:10 PM","10-25-2022, 8:38:10 PM"
104,4862,"10-25-2022, 8:36:06 PM","10-25-2022, 8:52:08 PM"
104,9031,"10-25-2022, 8:36:07 PM","10-25-2022, 8:52:08 PM"
104,9718,"10-25-2022, 8:36:08 PM","10-25-2022, 8:52:08 PM"
104,1343,"10-25-2022, 8:40:15 PM","10-25-2022, 8:52:15 PM"
202,1351,"10-25-2022, 8:52:10 PM","10-25-2022, 8:54:10 PM"
202,8660,"10-25-2022, 8:52:06 PM","10-25-2022, 9:08:07 PM"
202,5834,"10-25-2022, 8:52:07 PM","10-25-2022, 9:08:07 PM"
202,1349,"10-25-2022, 8:56:15 PM","10-25-2022, 9:08:15 PM"
103,1353,"10-25-2022, 9:08:10 PM","10-25-2022, 9:10:10 PM"
103,5705,"10-25-2022, 9:08:06 PM","10-25-2022, 9:24:09 PM"
103,4518,"10-25-2022, 9:08:09 PM","10-25-2022, 9:24:09 PM"
103,4876,"10-25-2022, 9:08:07 PM","10-25-2022, 9:24:09 PM"
103,4369,"10-25-2022, 9:08:08 PM","10-25-2022, 9:24:09 PM"
103,1347,"10-25-2022, 9:12:15 PM","10-25-2022, 9:24:15 PM"
306,1352,"10-25-2022, 9:24:10 PM","10-25-2022, 9:26:10 PM"
306,7372,"10-25-2022, 9:24:07 PM","10-25-2022, 9:40:08 PM"
306,9095,"10-25-2022, 9:24:08 PM","10-25-2022, 9:40:08 PM"
306,6184,"10-25-2022, 9:24:06 PM","10-25-2022, 9:40:08 PM"
306,1347,"10-25-2022, 9:28:15 PM","10-25-2022, 9:40:15 PM"
207,1352,"10-25-2022, 9:40:10 PM","10-25-2022, 9:42:10 PM"
207,6964,"10-25-2022, 9:40:06 PM","10-25-2022, 9:56:07 PM"
207,9257,"10-25-2022, 9:40:07 PM","10-25-2022, 9:56:07 PM"
207,1348,"10-25-2022, 9:44:15 PM","10-25-2022, 9:56:15 PM"
110,1354,"10-25-2022, 9:56:10 PM","10-25-2022, 9:58:10 PM"
202,1356,"10-26-2022, 1:08:10 AM","10-26-2022, 1:10:10 AM"
202,8798,"10-26-2022, 1:08:06 AM","10-26-2022, 1:24:06 AM"
202,1348,"10-26-2022, 1:12:15 AM","10-26-2022, 1:24:15 AM"
104,1359,"10-26-2022, 1:24:10 AM","10-26-2022, 1:39:10 AM"
207,1353,"10-26-2022, 1:40:10 AM","10-26-2022, 1:42:10 AM"
207,6115,"10-26-2022, 1:40:08 AM","10-26-2022, 1:56:09 AM"
207,8299,"10-26-2022, 1:40:09 AM","10-26-2022, 1:56:09 AM"
207,8436,"10-26-2022, 1:40:06 AM","10-26-2022, 1:56:09 AM"
207,9973,"10-26-2022, 1:40:07 AM","10-26-2022, 1:56:09 AM"
207,1346,"10-26-2022, 1:44:15 AM","10-26-2022, 1:56:15 AM"
306,1352,"10-26-2022, 1:56:10 AM","10-26-2022, 1:58:10 AM"
203,8790,"10-25-2022, 11:48:06 PM","10-26-2022, 12:04:09 AM"
203,7608,"10-25-2022, 11:48:07 PM","10-26-2022, 12:04:09 AM"
203,8694,"10-25-2022, 11:48:08 PM","10-26-2022, 12:04:09 AM"
203,8565,"10-25-2022, 11:48:09 PM","10-26-2022, 12:04:09 AM"
203,1348,"10-25-2022, 11:52:15 PM","10-26-2022, 12:04:15 AM"
301,1356,"10-26-2022, 12:04:10 AM","10-26-2022, 12:06:10 AM"
301,6359,"10-26-2022, 12:04:06 AM","10-26-2022, 12:20:08 AM"
301,7919,"10-26-2022, 12:04:08 AM","10-26-2022, 12:20:08 AM"
301,9987,"10-26-2022, 12:04:07 AM","10-26-2022, 12:20:08 AM"
301,1343,"10-26-2022, 12:08:15 AM","10-26-2022, 12:20:15 AM"
307,1350,"10-26-2022, 12:20:10 AM","10-26-2022, 12:22:10 AM"
307,5273,"10-26-2022, 12:20:06 AM","10-26-2022, 12:36:07 AM"
307,6696,"10-26-2022, 12:20:07 AM","10-26-2022, 12:36:07 AM"
307,1345,"10-26-2022, 12:24:15 AM","10-26-2022, 12:36:15 AM"
204,1351,"10-26-2022, 12:36:10 AM","10-26-2022, 12:38:10 AM"
204,6978,"10-26-2022, 12:36:06 AM","10-26-2022, 12:52:09 AM"
204,9892,"10-26-2022, 12:36:07 AM","10-26-2022, 12:52:09 AM"
204,6733,"10-26-2022, 12:36:08 AM","10-26-2022, 12:52:09 AM"
204,7656,"10-26-2022, 12:36:09 AM","10-26-2022, 12:52:09 AM"
204,1348,"10-26-2022, 12:40:15 AM","10-26-2022, 12:52:15 AM"
306,7144,"10-26-2022, 1:56:06 AM","10-26-2022, 2:12:07 AM"
306,9747,"10-26-2022, 1:56:07 AM","10-26-2022, 2:12:07 AM"
306,1346,"10-26-2022, 2:00:15 AM","10-26-2022, 2:12:15 AM"
110,1357,"10-26-2022, 2:12:10 AM","10-26-2022, 2:27:10 AM"
301,1351,"10-26-2022, 2:28:10 AM","10-26-2022, 2:30:10 AM"
301,9845,"10-26-2022, 2:28:06 AM","10-26-2022, 2:44:09 AM"
301,4482,"10-26-2022, 2:28:07 AM","10-26-2022, 2:44:09 AM"
301,8153,"10-26-2022, 2:28:08 AM","10-26-2022, 2:44:09 AM"
301,7020,"10-26-2022, 2:28:09 AM","10-26-2022, 2:44:09 AM"
301,1344,"10-26-2022, 2:32:15 AM","10-26-2022, 2:44:15 AM"
209,1364,"10-26-2022, 2:44:10 AM","10-26-2022, 2:59:10 AM"
206,1354,"10-26-2022, 3:00:10 AM","10-26-2022, 3:02:10 AM"
206,7630,"10-26-2022, 3:00:06 AM","10-26-2022, 3:16:07 AM"
206,8809,"10-26-2022, 3:00:07 AM","10-26-2022, 3:16:07 AM"
206,1345,"10-26-2022, 3:04:15 AM","10-26-2022, 3:16:15 AM"
304,1353,"10-26-2022, 3:16:10 AM","10-26-2022, 3:18:10 AM"
304,8302,"10-26-2022, 3:16:07 AM","10-26-2022, 3:32:07 AM"
304,5195,"10-26-2022, 3:16:06 AM","10-26-2022, 3:32:07 AM"
304,1344,"10-26-2022, 3:20:15 AM","10-26-2022, 3:32:15 AM"
109,1351,"10-26-2022, 3:32:10 AM","10-26-2022, 3:34:10 AM"
109,7091,"10-26-2022, 3:32:07 AM","10-26-2022, 3:48:07 AM"
109,6303,"10-26-2022, 3:32:06 AM","10-26-2022, 3:48:07 AM"
109,1348,"10-26-2022, 3:36:15 AM","10-26-2022, 3:48:15 AM"
105,1352,"10-26-2022, 3:48:10 AM","10-26-2022, 3:50:10 AM"
105,5091,"10-26-2022, 3:48:06 AM","10-26-2022, 4:04:08 AM"
105,4826,"10-26-2022, 3:48:07 AM","10-26-2022, 4:04:08 AM"
105,6464,"10-26-2022, 3:48:08 AM","10-26-2022, 4:04:08 AM"
105,1345,"10-26-2022, 3:52:15 AM","10-26-2022, 4:04:15 AM"
110,1354,"10-26-2022, 4:04:10 AM","10-26-2022, 4:06:10 AM"
110,8864,"10-26-2022, 4:04:06 AM","10-26-2022, 4:20:07 AM"
110,9761,"10-26-2022, 4:04:07 AM","10-26-2022, 4:20:07 AM"
110,1347,"10-26-2022, 4:08:15 AM","10-26-2022, 4:20:15 AM"
308,1355,"10-26-2022, 4:20:10 AM","10-26-2022, 4:22:10 AM"
308,9379,"10-26-2022, 4:20:06 AM","10-26-2022, 4:36:09 AM"
308,5837,"10-26-2022, 4:20:07 AM","10-26-2022, 4:36:09 AM"
308,8331,"10-26-2022, 4:20:08 AM","10-26-2022, 4:36:09 AM"
308,6947,"10-26-2022, 4:20:09 AM","10-26-2022, 4:36:09 AM"
308,1346,"10-26-2022, 4:24:15 AM","10-26-2022, 4:36:16 AM"
107,1353,"10-26-2022, 4:36:10 AM","10-26-2022, 4:38:10 AM"
307,1354,"10-27-2022, 9:10:11 AM","10-27-2022, 9:12:11 AM"
