room,tagId,entryTime,exitTime
301,5889,"10-25-2022, 10:42:13 AM","10-25-2022, 10:58:14 AM"
301,7560,"10-25-2022, 10:42:14 AM","10-25-2022, 10:58:14 AM"
301,1302,"10-25-2022, 10:46:23 AM","10-25-2022, 10:58:23 AM"
301,6126,"10-25-2022, 10:44:06 PM","10-25-2022, 11:00:06 PM"
301,1303,"10-25-2022, 10:48:15 PM","10-25-2022, 11:00:15 PM"
306,1308,"10-25-2022, 10:58:17 AM","10-25-2022, 11:00:17 AM"
304,1306,"10-25-2022, 11:00:10 PM","10-25-2022, 11:02:10 PM"
306,5792,"10-25-2022, 10:58:13 AM","10-25-2022, 11:14:16 AM"
306,6247,"10-25-2022, 10:58:14 AM","10-25-2022, 11:14:16 AM"
306,4511,"10-25-2022, 10:58:15 AM","10-25-2022, 11:14:16 AM"
306,9515,"10-25-2022, 10:58:16 AM","10-25-2022, 11:14:16 AM"
306,1302,"10-25-2022, 11:02:23 AM","10-25-2022, 11:14:23 AM"
304,9835,"10-25-2022, 11:00:06 PM","10-25-2022, 11:16:09 PM"
304,7106,"10-25-2022, 11:00:07 PM","10-25-2022, 11:16:09 PM"
304,8018,"10-25-2022, 11:00:08 PM","10-25-2022, 11:16:09 PM"
304,6535,"10-25-2022, 11:00:09 PM","10-25-2022, 11:16:09 PM"
304,1304,"10-25-2022, 11:04:15 PM","10-25-2022, 11:16:15 PM"
102,1308,"10-25-2022, 11:16:10 PM","10-25-2022, 11:18:10 PM"
304,1314,"10-25-2022, 11:14:17 AM","10-25-2022, 11:29:17 AM"
102,5236,"10-25-2022, 11:16:06 PM","10-25-2022, 11:32:08 PM"
102,4224,"10-25-2022, 11:16:07 PM","10-25-2022, 11:32:08 PM"
102,4582,"10-25-2022, 11:16:08 PM","10-25-2022, 11:32:08 PM"
102,1302,"10-25-2022, 11:20:15 PM","10-25-2022, 11:32:15 PM"
308,1310,"10-25-2022, 11:32:10 PM","10-25-2022, 11:34:10 PM"
205,1320,"10-25-2022, 11:30:17 AM","10-25-2022, 11:45:17 AM"
308,8803,"10-25-2022, 11:32:06 PM","10-25-2022, 11:48:08 PM"
308,8336,"10-25-2022, 11:32:07 PM","10-25-2022, 11:48:08 PM"
308,8847,"10-25-2022, 11:32:08 PM","10-25-2022, 11:48:08 PM"
308,1302,"10-25-2022, 11:36:15 PM","10-25-2022, 11:48:15 PM"
203,1308,"10-25-2022, 11:46:17 AM","10-25-2022, 11:48:17 AM"
104,1309,"10-25-2022, 11:48:10 PM","10-25-2022, 11:50:10 PM"
203,5902,"10-25-2022, 11:46:13 AM","10-25-2022, 12:02:15 PM"
203,5138,"10-25-2022, 11:46:14 AM","10-25-2022, 12:02:15 PM"
203,8182,"10-25-2022, 11:46:15 AM","10-25-2022, 12:02:15 PM"
203,1305,"10-25-2022, 11:50:22 AM","10-25-2022, 12:02:22 PM"
204,1299,"10-24-2022, 11:53:32 PM","10-25-2022, 12:05:32 AM"
102,1307,"10-25-2022, 12:05:27 AM","10-25-2022, 12:07:27 AM"
301,1319,"10-25-2022, 12:02:17 PM","10-25-2022, 12:17:17 PM"
202,1310,"10-25-2022, 12:18:17 PM","10-25-2022, 12:20:17 PM"
102,1305,"10-25-2022, 12:09:32 AM","10-25-2022, 12:21:32 AM"
309,1310,"10-25-2022, 12:21:27 AM","10-25-2022, 12:23:27 AM"
202,5036,"10-25-2022, 12:18:13 PM","10-25-2022, 12:34:13 PM"
202,1301,"10-25-2022, 12:22:22 PM","10-25-2022, 12:34:22 PM"
309,1304,"10-25-2022, 12:25:33 AM","10-25-2022, 12:37:33 AM"
205,1307,"10-25-2022, 12:37:27 AM","10-25-2022, 12:39:27 AM"
205,1302,"10-25-2022, 12:41:32 AM","10-25-2022, 12:53:32 AM"
109,1312,"10-25-2022, 2:44:10 PM","10-25-2022, 2:46:10 PM"
109,8277,"10-25-2022, 2:44:06 PM","10-25-2022, 3:00:09 PM"
109,9942,"10-25-2022, 2:44:08 PM","10-25-2022, 3:00:09 PM"
109,7749,"10-25-2022, 2:44:09 PM","10-25-2022, 3:00:09 PM"
109,5877,"10-25-2022, 2:44:07 PM","10-25-2022, 3:00:09 PM"
109,1304,"10-25-2022, 2:48:15 PM","10-25-2022, 3:00:15 PM"
310,1308,"10-25-2022, 3:00:10 PM","10-25-2022, 3:02:10 PM"
310,9258,"10-25-2022, 3:00:06 PM","10-25-2022, 3:16:07 PM"
310,7972,"10-25-2022, 3:00:07 PM","10-25-2022, 3:16:07 PM"
310,1305,"10-25-2022, 3:04:15 PM","10-25-2022, 3:16:15 PM"
209,1312,"10-25-2022, 3:16:10 PM","10-25-2022, 3:18:10 PM"
209,9938,"10-25-2022, 3:16:06 PM","10-25-2022, 3:32:06 PM"
209,1303,"10-25-2022, 3:20:15 PM","10-25-2022, 3:32:15 PM"
204,1308,"10-25-2022, 3:32:10 PM","10-25-2022, 3:34:10 PM"
204,6428,"10-25-2022, 3:32:06 PM","10-25-2022, 3:48:09 PM"
204,8249,"10-25-2022, 3:32:07 PM","10-25-2022, 3:48:09 PM"
204,7965,"10-25-2022, 3:32:08 PM","10-25-2022, 3:48:09 PM"
204,5057,"10-25-2022, 3:32:09 PM","10-25-2022, 3:48:09 PM"
204,1299,"10-25-2022, 3:36:15 PM","10-25-2022, 3:48:15 PM"
203,1306,"10-25-2022, 3:48:10 PM","10-25-2022, 3:50:10 PM"
203,9175,"10-25-2022, 3:48:06 PM","10-25-2022, 4:04:08 PM"
203,6051,"10-25-2022, 3:48:07 PM","10-25-2022, 4:04:08 PM"
203,4720,"10-25-2022, 3:48:08 PM","10-25-2022, 4:04:08 PM"
203,1304,"10-25-2022, 3:52:15 PM","10-25-2022, 4:04:15 PM"
306,1312,"10-25-2022, 4:04:10 PM","10-25-2022, 4:06:10 PM"
306,9035,"10-25-2022, 4:04:06 PM","10-25-2022, 4:20:06 PM"
306,1299,"10-25-2022, 4:08:15 PM","10-25-2022, 4:20:15 PM"
208,1310,"10-25-2022, 4:20:10 PM","10-25-2022, 4:22:10 PM"
208,7818,"10-25-2022, 4:20:06 PM","10-25-2022, 4:36:09 PM"
208,6445,"10-25-2022, 4:20:07 PM","10-25-2022, 4:36:09 PM"
208,9550,"10-25-2022, 4:20:08 PM","10-25-2022, 4:36:09 PM"
208,7137,"10-25-2022, 4:20:09 PM","10-25-2022, 4:36:09 PM"
208,1304,"10-25-2022, 4:24:15 PM","10-25-2022, 4:36:15 PM"
201,1309,"10-25-2022, 4:36:10 PM","10-25-2022, 4:38:10 PM"
201,9506,"10-25-2022, 4:36:06 PM","10-25-2022, 4:52:08 PM"
201,6407,"10-25-2022, 4:36:07 PM","10-25-2022, 4:52:08 PM"
201,6548,"10-25-2022, 4:36:08 PM","10-25-2022, 4:52:08 PM"
201,1304,"10-25-2022, 4:40:15 PM","10-25-2022, 4:52:15 PM"
203,1311,"10-25-2022, 4:52:10 PM","10-25-2022, 4:54:10 PM"
203,4687,"10-25-2022, 4:52:06 PM","10-25-2022, 5:08:08 PM"
203,4468,"10-25-2022, 4:52:07 PM","10-25-2022, 5:08:08 PM"
203,4238,"10-25-2022, 4:52:08 PM","10-25-2022, 5:08:08 PM"
203,1299,"10-25-2022, 4:56:15 PM","10-25-2022, 5:08:15 PM"
104,1306,"10-25-2022, 5:08:10 PM","10-25-2022, 5:10:10 PM"
104,8969,"10-25-2022, 5:08:06 PM","10-25-2022, 5:24:09 PM"
104,8060,"10-25-2022, 5:08:07 PM","10-25-2022, 5:24:09 PM"
104,5700,"10-25-2022, 5:08:08 PM","10-25-2022, 5:24:09 PM"
104,8617,"10-25-2022, 5:08:09 PM","10-25-2022, 5:24:09 PM"
104,1300,"10-25-2022, 5:12:15 PM","10-25-2022, 5:24:15 PM"
105,1307,"10-25-2022, 5:24:10 PM","10-25-2022, 5:26:10 PM"
105,8259,"10-25-2022, 5:24:07 PM","10-25-2022, 5:40:07 PM"
105,7969,"10-25-2022, 5:24:06 PM","10-25-2022, 5:40:07 PM"
105,1304,"10-25-2022, 5:28:15 PM","10-25-2022, 5:40:15 PM"
104,1312,"10-25-2022, 5:40:10 PM","10-25-2022, 5:42:10 PM"
104,6729,"10-25-2022, 5:40:06 PM","10-25-2022, 5:56:09 PM"
104,9045,"10-25-2022, 5:40:07 PM","10-25-2022, 5:56:09 PM"
104,9080,"10-25-2022, 5:40:08 PM","10-25-2022, 5:56:09 PM"
104,7402,"10-25-2022, 5:40:09 PM","10-25-2022, 5:56:09 PM"
104,1305,"10-25-2022, 5:44:15 PM","10-25-2022, 5:56:15 PM"
201,1309,"10-25-2022, 5:56:10 PM","10-25-2022, 5:58:10 PM"
201,9634,"10-25-2022, 5:56:07 PM","10-25-2022, 6:12:07 PM"
201,4766,"10-25-2022, 5:56:06 PM","10-25-2022, 6:12:07 PM"
201,1303,"10-25-2022, 6:00:15 PM","10-25-2022, 6:12:15 PM"
206,1310,"10-25-2022, 6:12:10 PM","10-25-2022, 6:14:10 PM"
206,8799,"10-25-2022, 6:12:06 PM","10-25-2022, 6:28:06 PM"
206,1304,"10-25-2022, 6:16:15 PM","10-25-2022, 6:28:15 PM"
209,1307,"10-25-2022, 6:28:10 PM","10-25-2022, 6:30:10 PM"
209,7535,"10-25-2022, 6:28:06 PM","10-25-2022, 6:44:09 PM"
209,8893,"10-25-2022, 6:28:07 PM","10-25-2022, 6:44:09 PM"
209,7251,"10-25-2022, 6:28:08 PM","10-25-2022, 6:44:09 PM"
209,5527,"10-25-2022, 6:28:09 PM","10-25-2022, 6:44:09 PM"
209,1304,"10-25-2022, 6:32:15 PM","10-25-2022, 6:44:15 PM"
304,1318,"10-25-2022, 6:44:10 PM","10-25-2022, 6:59:10 PM"
301,1309,"10-25-2022, 7:00:10 PM","10-25-2022, 7:02:10 PM"
301,8544,"10-25-2022, 7:00:06 PM","10-25-2022, 7:16:09 PM"
301,7359,"10-25-2022, 7:00:07 PM","10-25-2022, 7:16:09 PM"
301,8744,"10-25-2022, 7:00:08 PM","10-25-2022, 7:16:09 PM"
301,4337,"10-25-2022, 7:00:09 PM","10-25-2022, 7:16:09 PM"
301,1299,"10-25-2022, 7:04:15 PM","10-25-2022, 7:16:15 PM"
201,1313,"10-25-2022, 7:16:10 PM","10-25-2022, 7:31:10 PM"
201,1308,"10-25-2022, 7:32:10 PM","10-25-2022, 7:34:10 PM"
201,8469,"10-25-2022, 7:32:06 PM","10-25-2022, 7:48:07 PM"
201,4370,"10-25-2022, 7:32:07 PM","10-25-2022, 7:48:07 PM"
201,1302,"10-25-2022, 7:36:15 PM","10-25-2022, 7:48:15 PM"
309,1310,"10-25-2022, 7:48:10 PM","10-25-2022, 7:50:10 PM"
309,6986,"10-25-2022, 7:48:07 PM","10-25-2022, 8:04:07 PM"
309,7555,"10-25-2022, 7:48:06 PM","10-25-2022, 8:04:07 PM"
309,1305,"10-25-2022, 7:52:15 PM","10-25-2022, 8:04:15 PM"
209,1310,"10-25-2022, 8:04:10 PM","10-25-2022, 8:06:10 PM"
209,4569,"10-25-2022, 8:04:06 PM","10-25-2022, 8:20:06 PM"
209,1305,"10-25-2022, 8:08:15 PM","10-25-2022, 8:20:15 PM"
109,1313,"10-25-2022, 8:20:10 PM","10-25-2022, 8:35:10 PM"
101,1309,"10-25-2022, 8:36:10 PM","10-25-2022, 8:38:10 PM"
101,6947,"10-25-2022, 8:36:06 PM","10-25-2022, 8:52:08 PM"
101,6921,"10-25-2022, 8:36:08 PM","10-25-2022, 8:52:08 PM"
101,6525,"10-25-2022, 8:36:07 PM","10-25-2022, 8:52:08 PM"
101,1299,"10-25-2022, 8:40:15 PM","10-25-2022, 8:52:15 PM"
107,1307,"10-25-2022, 8:52:10 PM","10-25-2022, 8:54:10 PM"
107,8574,"10-25-2022, 8:52:06 PM","10-25-2022, 9:08:06 PM"
107,1302,"10-25-2022, 8:56:15 PM","10-25-2022, 9:08:15 PM"
103,1306,"10-25-2022, 9:08:10 PM","10-25-2022, 9:10:10 PM"
103,9244,"10-25-2022, 9:08:06 PM","10-25-2022, 9:24:07 PM"
103,5842,"10-25-2022, 9:08:07 PM","10-25-2022, 9:24:07 PM"
103,1301,"10-25-2022, 9:12:15 PM","10-25-2022, 9:24:15 PM"
303,1311,"10-25-2022, 9:24:10 PM","10-25-2022, 9:26:10 PM"
303,9536,"10-25-2022, 9:24:06 PM","10-25-2022, 9:40:07 PM"
303,7597,"10-25-2022, 9:24:07 PM","10-25-2022, 9:40:07 PM"
303,1304,"10-25-2022, 9:28:15 PM","10-25-2022, 9:40:15 PM"
310,1307,"10-25-2022, 9:40:10 PM","10-25-2022, 9:42:10 PM"
110,1308,"10-25-2022, 9:47:31 AM","10-25-2022, 9:49:31 AM"
310,9398,"10-25-2022, 9:40:06 PM","10-25-2022, 9:56:07 PM"
310,6839,"10-25-2022, 9:40:07 PM","10-25-2022, 9:56:07 PM"
310,1302,"10-25-2022, 9:44:15 PM","10-25-2022, 9:56:15 PM"
105,4822,"10-26-2022, 12:52:06 AM","10-26-2022, 1:08:09 AM"
105,9079,"10-26-2022, 12:52:07 AM","10-26-2022, 1:08:09 AM"
105,8838,"10-26-2022, 12:52:08 AM","10-26-2022, 1:08:09 AM"
105,8042,"10-26-2022, 12:52:09 AM","10-26-2022, 1:08:09 AM"
105,1301,"10-26-2022, 12:56:15 AM","10-26-2022, 1:08:15 AM"
109,1312,"10-26-2022, 1:08:10 AM","10-26-2022, 1:10:10 AM"
109,7373,"10-26-2022, 1:08:06 AM","10-26-2022, 1:24:08 AM"
109,4836,"10-26-2022, 1:08:07 AM","10-26-2022, 1:24:08 AM"
109,8029,"10-26-2022, 1:08:08 AM","10-26-2022, 1:24:08 AM"
109,1302,"10-26-2022, 1:12:15 AM","10-26-2022, 1:24:15 AM"
307,1309,"10-26-2022, 1:24:10 AM","10-26-2022, 1:26:10 AM"
307,6666,"10-26-2022, 1:24:06 AM","10-26-2022, 1:40:08 AM"
307,7560,"10-26-2022, 1:24:07 AM","10-26-2022, 1:40:08 AM"
307,7307,"10-26-2022, 1:24:08 AM","10-26-2022, 1:40:08 AM"
307,1305,"10-26-2022, 1:28:15 AM","10-26-2022, 1:40:15 AM"
105,1309,"10-26-2022, 1:40:10 AM","10-26-2022, 1:42:10 AM"
105,8299,"10-26-2022, 1:40:07 AM","10-26-2022, 1:56:09 AM"
105,6736,"10-26-2022, 1:40:06 AM","10-26-2022, 1:56:09 AM"
105,7560,"10-26-2022, 1:40:09 AM","10-26-2022, 1:56:09 AM"
105,6295,"10-26-2022, 1:40:08 AM","10-26-2022, 1:56:09 AM"
105,1304,"10-26-2022, 1:44:15 AM","10-26-2022, 1:56:15 AM"
206,1311,"10-26-2022, 1:56:10 AM","10-26-2022, 1:58:10 AM"
104,9981,"10-25-2022, 11:48:07 PM","10-26-2022, 12:04:07 AM"
104,4908,"10-25-2022, 11:48:06 PM","10-26-2022, 12:04:07 AM"
104,1301,"10-25-2022, 11:52:15 PM","10-26-2022, 12:04:15 AM"
209,1310,"10-26-2022, 12:04:10 AM","10-26-2022, 12:06:10 AM"
209,4616,"10-26-2022, 12:04:06 AM","10-26-2022, 12:20:08 AM"
209,5480,"10-26-2022, 12:04:07 AM","10-26-2022, 12:20:08 AM"
209,8516,"10-26-2022, 12:04:08 AM","10-26-2022, 12:20:08 AM"
209,1303,"10-26-2022, 12:08:15 AM","10-26-2022, 12:20:15 AM"
102,1316,"10-26-2022, 12:20:10 AM","10-26-2022, 12:35:10 AM"
306,1319,"10-26-2022, 12:36:10 AM","10-26-2022, 12:51:10 AM"
105,1309,"10-26-2022, 12:52:10 AM","10-26-2022, 12:54:10 AM"
206,7927,"10-26-2022, 1:56:06 AM","10-26-2022, 2:12:09 AM"
206,8859,"10-26-2022, 1:56:07 AM","10-26-2022, 2:12:09 AM"
206,5668,"10-26-2022, 1:56:08 AM","10-26-2022, 2:12:09 AM"
206,7394,"10-26-2022, 1:56:09 AM","10-26-2022, 2:12:09 AM"
206,1300,"10-26-2022, 2:00:15 AM","10-26-2022, 2:12:15 AM"
305,1316,"10-26-2022, 2:12:10 AM","10-26-2022, 2:27:10 AM"
208,1315,"10-26-2022, 2:28:10 AM","10-26-2022, 2:43:10 AM"
301,1310,"10-26-2022, 2:44:10 AM","10-26-2022, 2:46:10 AM"
301,6727,"10-26-2022, 2:44:07 AM","10-26-2022, 3:00:09 AM"
301,4783,"10-26-2022, 2:44:06 AM","10-26-2022, 3:00:09 AM"
301,9736,"10-26-2022, 2:44:09 AM","10-26-2022, 3:00:09 AM"
301,5589,"10-26-2022, 2:44:08 AM","10-26-2022, 3:00:09 AM"
301,1300,"10-26-2022, 2:48:15 AM","10-26-2022, 3:00:15 AM"
301,1307,"10-26-2022, 3:00:10 AM","10-26-2022, 3:02:10 AM"
301,6809,"10-26-2022, 3:00:06 AM","10-26-2022, 3:16:06 AM"
301,1303,"10-26-2022, 3:04:15 AM","10-26-2022, 3:16:15 AM"
208,1310,"10-26-2022, 3:16:10 AM","10-26-2022, 3:18:10 AM"
208,8816,"10-26-2022, 3:16:06 AM","10-26-2022, 3:32:06 AM"
208,1301,"10-26-2022, 3:20:15 AM","10-26-2022, 3:32:15 AM"
205,1311,"10-26-2022, 3:32:10 AM","10-26-2022, 3:34:10 AM"
205,5823,"10-26-2022, 3:32:06 AM","10-26-2022, 3:48:06 AM"
205,1303,"10-26-2022, 3:36:15 AM","10-26-2022, 3:48:15 AM"
103,1309,"10-26-2022, 3:48:10 AM","10-26-2022, 3:50:10 AM"
103,7035,"10-26-2022, 3:48:06 AM","10-26-2022, 4:04:06 AM"
103,1300,"10-26-2022, 3:52:15 AM","10-26-2022, 4:04:15 AM"
302,1306,"10-26-2022, 4:04:10 AM","10-26-2022, 4:06:10 AM"
302,5418,"10-26-2022, 4:04:06 AM","10-26-2022, 4:20:09 AM"
302,6070,"10-26-2022, 4:04:07 AM","10-26-2022, 4:20:09 AM"
302,4550,"10-26-2022, 4:04:08 AM","10-26-2022, 4:20:09 AM"
302,7210,"10-26-2022, 4:04:09 AM","10-26-2022, 4:20:09 AM"
302,1302,"10-26-2022, 4:08:15 AM","10-26-2022, 4:20:15 AM"
302,1309,"10-26-2022, 4:20:10 AM","10-26-2022, 4:22:10 AM"
302,9625,"10-26-2022, 4:20:06 AM","10-26-2022, 4:36:06 AM"
302,1301,"10-26-2022, 4:24:15 AM","10-26-2022, 4:36:16 AM"
310,1307,"10-26-2022, 4:36:10 AM","10-26-2022, 4:38:10 AM"
208,1307,"10-27-2022, 9:10:11 AM","10-27-2022, 9:12:11 AM"
