room,tagId,entryTime,exitTime
302,1393,"10-25-2022, 11:34:22 AM","10-25-2022, 11:46:22 AM"
108,9432,"10-25-2022, 11:46:13 AM","10-25-2022, 12:02:13 PM"
302,9534,"10-25-2022, 11:30:14 AM","10-25-2022, 11:46:16 AM"
302,9490,"10-25-2022, 11:30:16 AM","10-25-2022, 11:46:16 AM"
108,1398,"10-25-2022, 11:46:17 AM","10-25-2022, 11:48:17 AM"
108,1390,"10-25-2022, 11:50:22 AM","10-25-2022, 12:02:22 PM"
205,1398,"10-25-2022, 12:02:17 PM","10-25-2022, 12:04:17 PM"
205,8380,"10-25-2022, 12:02:13 PM","10-25-2022, 12:18:15 PM"
205,7554,"10-25-2022, 12:02:14 PM","10-25-2022, 12:18:15 PM"
205,6620,"10-25-2022, 12:02:15 PM","10-25-2022, 12:18:15 PM"
205,1390,"10-25-2022, 12:06:22 PM","10-25-2022, 12:18:22 PM"
302,1397,"10-25-2022, 12:18:17 PM","10-25-2022, 12:20:17 PM"
302,8382,"10-25-2022, 12:18:13 PM","10-25-2022, 12:34:16 PM"
302,6342,"10-25-2022, 12:18:14 PM","10-25-2022, 12:34:16 PM"
302,9241,"10-25-2022, 12:18:15 PM","10-25-2022, 12:34:16 PM"
302,4313,"10-25-2022, 12:18:16 PM","10-25-2022, 12:34:16 PM"
302,1389,"10-25-2022, 12:22:22 PM","10-25-2022, 12:34:22 PM"
301,1394,"10-25-2022, 12:34:17 PM","10-25-2022, 12:36:17 PM"
301,9194,"10-25-2022, 12:34:15 PM","10-25-2022, 12:50:16 PM"
301,4852,"10-25-2022, 12:34:16 PM","10-25-2022, 12:50:16 PM"
301,5559,"10-25-2022, 12:34:13 PM","10-25-2022, 12:50:16 PM"
301,6535,"10-25-2022, 12:34:14 PM","10-25-2022, 12:50:16 PM"
301,1391,"10-25-2022, 12:38:22 PM","10-25-2022, 12:50:22 PM"
110,1400,"10-25-2022, 12:50:17 PM","10-25-2022, 12:52:17 PM"
110,9498,"10-25-2022, 12:50:13 PM","10-25-2022, 1:06:13 PM"
110,1387,"10-25-2022, 12:54:22 PM","10-25-2022, 1:06:22 PM"
307,1394,"10-25-2022, 1:06:17 PM","10-25-2022, 1:08:17 PM"
307,8189,"10-25-2022, 1:06:13 PM","10-25-2022, 1:22:13 PM"
307,1388,"10-25-2022, 1:10:23 PM","10-25-2022, 1:22:23 PM"
110,1399,"10-25-2022, 1:22:17 PM","10-25-2022, 1:24:17 PM"
303,1396,"10-25-2022, 2:44:10 PM","10-25-2022, 2:46:10 PM"
303,6534,"10-25-2022, 2:44:06 PM","10-25-2022, 3:00:07 PM"
303,9611,"10-25-2022, 2:44:07 PM","10-25-2022, 3:00:07 PM"
303,1393,"10-25-2022, 2:48:15 PM","10-25-2022, 3:00:15 PM"
306,1398,"10-25-2022, 3:00:10 PM","10-25-2022, 3:02:10 PM"
306,6092,"10-25-2022, 3:00:06 PM","10-25-2022, 3:16:09 PM"
306,6295,"10-25-2022, 3:00:07 PM","10-25-2022, 3:16:09 PM"
306,8392,"10-25-2022, 3:00:08 PM","10-25-2022, 3:16:09 PM"
306,7258,"10-25-2022, 3:00:09 PM","10-25-2022, 3:16:09 PM"
306,1391,"10-25-2022, 3:04:15 PM","10-25-2022, 3:16:15 PM"
207,1395,"10-25-2022, 3:16:10 PM","10-25-2022, 3:18:10 PM"
207,9981,"10-25-2022, 3:16:06 PM","10-25-2022, 3:32:08 PM"
207,8939,"10-25-2022, 3:16:07 PM","10-25-2022, 3:32:08 PM"
207,4833,"10-25-2022, 3:16:08 PM","10-25-2022, 3:32:08 PM"
207,1388,"10-25-2022, 3:20:15 PM","10-25-2022, 3:32:15 PM"
201,1394,"10-25-2022, 3:32:10 PM","10-25-2022, 3:34:10 PM"
201,7557,"10-25-2022, 3:32:06 PM","10-25-2022, 3:48:08 PM"
201,5900,"10-25-2022, 3:32:07 PM","10-25-2022, 3:48:08 PM"
201,5484,"10-25-2022, 3:32:08 PM","10-25-2022, 3:48:08 PM"
201,1393,"10-25-2022, 3:36:15 PM","10-25-2022, 3:48:15 PM"
301,1394,"10-25-2022, 3:48:10 PM","10-25-2022, 3:50:10 PM"
301,6295,"10-25-2022, 3:48:06 PM","10-25-2022, 4:04:08 PM"
301,7756,"10-25-2022, 3:48:08 PM","10-25-2022, 4:04:08 PM"
301,7679,"10-25-2022, 3:48:07 PM","10-25-2022, 4:04:08 PM"
301,1389,"10-25-2022, 3:52:15 PM","10-25-2022, 4:04:15 PM"
303,1399,"10-25-2022, 4:04:10 PM","10-25-2022, 4:06:10 PM"
303,7423,"10-25-2022, 4:04:06 PM","10-25-2022, 4:20:08 PM"
303,4221,"10-25-2022, 4:04:07 PM","10-25-2022, 4:20:08 PM"
303,5474,"10-25-2022, 4:04:08 PM","10-25-2022, 4:20:08 PM"
303,1392,"10-25-2022, 4:08:15 PM","10-25-2022, 4:20:15 PM"
106,1402,"10-25-2022, 4:20:10 PM","10-25-2022, 4:35:10 PM"
203,1406,"10-25-2022, 4:36:10 PM","10-25-2022, 4:51:10 PM"
110,1397,"10-25-2022, 4:52:10 PM","10-25-2022, 4:54:10 PM"
110,7084,"10-25-2022, 4:52:07 PM","10-25-2022, 5:08:09 PM"
110,9112,"10-25-2022, 4:52:08 PM","10-25-2022, 5:08:09 PM"
110,5592,"10-25-2022, 4:52:09 PM","10-25-2022, 5:08:09 PM"
110,8791,"10-25-2022, 4:52:06 PM","10-25-2022, 5:08:09 PM"
110,1388,"10-25-2022, 4:56:15 PM","10-25-2022, 5:08:15 PM"
104,1404,"10-25-2022, 5:08:10 PM","10-25-2022, 5:23:10 PM"
204,1408,"10-25-2022, 5:24:10 PM","10-25-2022, 5:39:10 PM"
101,1400,"10-25-2022, 5:40:10 PM","10-25-2022, 5:42:10 PM"
101,9519,"10-25-2022, 5:40:06 PM","10-25-2022, 5:56:07 PM"
101,4892,"10-25-2022, 5:40:07 PM","10-25-2022, 5:56:07 PM"
101,1392,"10-25-2022, 5:44:15 PM","10-25-2022, 5:56:15 PM"
206,1398,"10-25-2022, 5:56:10 PM","10-25-2022, 5:58:10 PM"
206,9743,"10-25-2022, 5:56:06 PM","10-25-2022, 6:12:08 PM"
206,6406,"10-25-2022, 5:56:07 PM","10-25-2022, 6:12:08 PM"
206,8724,"10-25-2022, 5:56:08 PM","10-25-2022, 6:12:08 PM"
206,1391,"10-25-2022, 6:00:15 PM","10-25-2022, 6:12:15 PM"
208,1399,"10-25-2022, 6:12:10 PM","10-25-2022, 6:14:10 PM"
